Node,Degree
3,27
78427,2
88590,2
136361,2
369764,2
8,1
28,1
42,1
85,1
122,1
286,1
335,1
639,1
725,1
1149,1
1627,1
1711,1
2203,1
2477,1
2524,1
3336,1
3602,1
3693,1
3999,1
4373,1
4715,1
5135,1
7531,1
7580,1
10076,1
52969,1
53064,1
53406,1
53819,1
54616,1
55044,1
55403,1
57591,1
58578,1
58989,1
60292,1
61440,1
61847,1
64440,1
65538,1
71319,1
73437,1
77562,1
77654,1
78131,1
80027,1
81974,1
83631,1
84016,1
84837,1
85335,1
87847,1
88589,1
88594,1
90369,1
92521,1
92528,1
95268,1
95438,1
95634,1
96456,1
97199,1
97214,1
97244,1
97310,1
97867,1
98075,1
99408,1
112215,1
112260,1
113782,1
114171,1
117889,1
119833,1
120121,1
123196,1
135560,1
136339,1
136703,1
137810,1
137824,1
137892,1
140077,1
140586,1
140601,1
140609,1
141525,1
141756,1
145064,1
197112,1
214928,1
263004,1
296169,1
297146,1
298609,1
301178,1
304260,1
308617,1
308782,1
312023,1
313817,1
315929,1
319187,1
323147,1
337822,1
338733,1
339880,1
341820,1
343765,1
344565,1
345510,1
346682,1
346927,1
347370,1
353190,1
353804,1
354976,1
358200,1
359937,1
362351,1
362355,1
362771,1
364040,1
365989,1
366315,1
366322,1
366369,1
367231,1
367248,1
368760,1
369961,1
370260,1
370265,1
370269,1
370330,1
370378,1
370509,1
370606,1
371998,1
372349,1
373111,1
374008,1
374595,1
374649,1
374875,1
375136,1
375180,1
375361,1
375376,1
376612,1
376903,1
377280,1
377809,1
378081,1
379074,1
381903,1
382067,1
382861,1
383211,1
383272,1
383282,1
383462,1
383570,1
383573,1
383683,1
383815,1
383970,1
383974,1
384061,1
384094,1
384106,1
384107,1
384108,1
384109,1
384110,1
384111,1
384112,1
384113,1
384114,1
