Node,Degree
3,24
57869,4
73485,2
8,1
28,1
44,1
51,1
85,1
122,1
135,1
141,1
286,1
335,1
441,1
639,1
841,1
990,1
1149,1
1780,1
2257,1
2570,1
2733,1
4713,1
5051,1
7539,1
8678,1
51905,1
52136,1
56719,1
57562,1
57881,1
58578,1
58831,1
60292,1
60794,1
61213,1
61422,1
61440,1
61847,1
62440,1
64252,1
66731,1
70381,1
71319,1
77667,1
77744,1
79820,1
81973,1
81974,1
83329,1
83604,1
86904,1
88589,1
88590,1
94671,1
96151,1
96434,1
96456,1
97023,1
97326,1
97867,1
98069,1
99237,1
115255,1
116847,1
119833,1
121342,1
123370,1
135626,1
136981,1
137628,1
138267,1
138808,1
145064,1
187604,1
224128,1
224161,1
224195,1
224307,1
229872,1
260270,1
260271,1
260329,1
263004,1
269042,1
269194,1
288806,1
297249,1
297881,1
298609,1
302271,1
305183,1
310699,1
312753,1
313487,1
313847,1
320235,1
322939,1
325065,1
329888,1
332406,1
335569,1
336114,1
341658,1
343416,1
343895,1
344844,1
346676,1
346740,1
348737,1
354692,1
355120,1
355349,1
357353,1
358141,1
362351,1
362440,1
362472,1
362475,1
362789,1
363122,1
363804,1
364736,1
366219,1
366795,1
367627,1
368180,1
368437,1
369764,1
369961,1
370141,1
370724,1
371041,1
371370,1
371407,1
371614,1
371631,1
372056,1
373177,1
374490,1
375174,1
376612,1
377832,1
379165,1
380994,1
381729,1
381812,1
382128,1
382155,1
382264,1
382725,1
382961,1
383211,1
383785,1
383811,1
383919,1
383921,1
383963,1
383964,1
383965,1
383966,1
383967,1
383968,1
383969,1
