Node,Degree
3,33
366219,5
1036,3
7531,3
1517,2
5432,2
295932,2
325065,2
346676,2
369184,2
370587,2
382978,2
8,1
28,1
44,1
195,1
232,1
495,1
748,1
819,1
841,1
1090,1
1151,1
2257,1
2658,1
3140,1
3935,1
5160,1
6095,1
6273,1
52136,1
56719,1
57922,1
58230,1
58348,1
58578,1
60292,1
60651,1
61440,1
61818,1
62440,1
65281,1
66870,1
69202,1
69982,1
70381,1
71049,1
71319,1
73485,1
77445,1
77744,1
77796,1
79918,1
81973,1
82004,1
82166,1
85159,1
85981,1
86904,1
86922,1
88134,1
88589,1
88947,1
89067,1
90610,1
90619,1
92537,1
93224,1
93392,1
93488,1
93900,1
94004,1
96434,1
96456,1
97135,1
97867,1
99035,1
110599,1
112805,1
113314,1
113346,1
115017,1
115671,1
117889,1
122281,1
123407,1
129927,1
132223,1
135541,1
137892,1
138844,1
138847,1
139989,1
140601,1
141525,1
141684,1
145064,1
261571,1
299339,1
307884,1
308117,1
308583,1
309201,1
312753,1
314301,1
315929,1
320235,1
323840,1
329888,1
329893,1
330524,1
337822,1
338853,1
338988,1
340838,1
341877,1
343765,1
343978,1
345381,1
348742,1
349101,1
352795,1
353377,1
354346,1
354657,1
355170,1
355363,1
355435,1
355454,1
356103,1
362351,1
362357,1
362775,1
362789,1
363241,1
363354,1
363757,1
364211,1
364729,1
367598,1
368031,1
368893,1
368972,1
369115,1
369961,1
370141,1
370254,1
370316,1
370340,1
370379,1
371980,1
373769,1
374142,1
374178,1
375113,1
376612,1
376868,1
377343,1
377382,1
377474,1
377809,1
378329,1
379116,1
379874,1
381915,1
382088,1
382309,1
382907,1
382961,1
383211,1
383381,1
383792,1
383811,1
383859,1
383965,1
383985,1
383991,1
383992,1
383993,1
383994,1
383995,1
383996,1
383997,1
383998,1
383999,1
384000,1
384001,1
384002,1
384003,1
384004,1
384005,1
384006,1
