Node,Degree
3,24
1036,3
7531,3
8,1
28,1
33,1
44,1
85,1
122,1
123,1
141,1
174,1
495,1
819,1
841,1
1517,1
1522,1
1995,1
2030,1
2257,1
2282,1
2426,1
2862,1
3186,1
3693,1
3806,1
3935,1
7539,1
7906,1
8590,1
56719,1
58230,1
58353,1
60292,1
61440,1
62440,1
64252,1
64440,1
65431,1
66731,1
66870,1
72855,1
73485,1
77445,1
77890,1
79918,1
80753,1
83329,1
83604,1
85495,1
85981,1
86751,1
88589,1
91275,1
93488,1
94993,1
96456,1
96831,1
97867,1
102138,1
102939,1
106630,1
111564,1
112805,1
113327,1
114339,1
115671,1
123370,1
129709,1
137892,1
138520,1
138851,1
138854,1
141525,1
142145,1
142386,1
145064,1
295932,1
296162,1
297111,1
300224,1
305660,1
307219,1
309201,1
310699,1
312373,1
313847,1
315929,1
317384,1
318953,1
325065,1
330176,1
332406,1
338733,1
340838,1
341846,1
341877,1
346676,1
349101,1
354597,1
354692,1
354976,1
356103,1
357037,1
357988,1
358141,1
360779,1
361166,1
361406,1
362357,1
362775,1
362789,1
364729,1
366496,1
367351,1
368838,1
368972,1
369028,1
369254,1
369961,1
370141,1
370231,1
370250,1
370251,1
370257,1
370340,1
372152,1
372549,1
372611,1
372680,1
373182,1
373343,1
373547,1
373617,1
374022,1
374178,1
375113,1
375361,1
376612,1
376949,1
377287,1
377732,1
377809,1
379190,1
381007,1
382096,1
382128,1
382961,1
383211,1
383381,1
383593,1
383771,1
383783,1
383792,1
383919,1
383984,1
383987,1
384007,1
384008,1
384009,1
384010,1
384011,1
384012,1
384013,1
384014,1
384015,1
384016,1
384017,1
384018,1
384019,1
384020,1
384021,1
384022,1
384023,1
384024,1
384025,1
384026,1
384027,1
384028,1
384029,1
