Node,Degree
3,29
1149,2
56756,2
69982,2
296788,2
308591,2
362380,2
380847,2
8,1
28,1
61,1
68,1
141,1
213,1
335,1
356,1
819,1
990,1
1036,1
1077,1
1517,1
2257,1
2371,1
2541,1
2570,1
2638,1
2655,1
3935,1
5019,1
6095,1
6972,1
7517,1
7580,1
8966,1
10076,1
50921,1
53819,1
54246,1
56933,1
57466,1
58068,1
58580,1
58989,1
60651,1
60794,1
61847,1
62440,1
62740,1
62761,1
62983,1
64414,1
65678,1
71319,1
71852,1
72893,1
73029,1
73485,1
77445,1
77515,1
77905,1
78131,1
79399,1
81973,1
81974,1
83329,1
86489,1
88589,1
88595,1
89233,1
89462,1
90026,1
91163,1
94107,1
96266,1
96321,1
96456,1
97584,1
97867,1
98098,1
99338,1
101892,1
105628,1
113969,1
115017,1
115848,1
116539,1
116540,1
120342,1
120745,1
120765,1
122281,1
122302,1
132223,1
137810,1
139268,1
140041,1
140586,1
140601,1
141050,1
141735,1
142134,1
142386,1
142762,1
214521,1
296011,1
296232,1
297146,1
297605,1
298218,1
298609,1
301178,1
306471,1
309310,1
310699,1
311022,1
315929,1
317384,1
323905,1
331668,1
333232,1
337265,1
337822,1
339055,1
341259,1
342170,1
342330,1
342377,1
342526,1
342570,1
343581,1
343944,1
344155,1
344530,1
345624,1
349152,1
349337,1
349526,1
351581,1
352436,1
352618,1
352895,1
353111,1
353302,1
353804,1
354692,1
354702,1
354976,1
355349,1
355375,1
355448,1
355487,1
355488,1
355518,1
356097,1
357882,1
357988,1
359346,1
359472,1
359937,1
360760,1
362351,1
362355,1
362357,1
362408,1
362498,1
362789,1
363226,1
363509,1
364137,1
366330,1
367224,1
368589,1
368760,1
369961,1
370270,1
370378,1
372162,1
372549,1
372796,1
373368,1
374254,1
374308,1
374520,1
374743,1
375795,1
376081,1
376343,1
376643,1
376949,1
376999,1
377343,1
377391,1
377623,1
378873,1
380859,1
381440,1
381598,1
382128,1
382359,1
382485,1
382502,1
382771,1
382826,1
383211,1
384078,1
384111,1
384141,1
384150,1
384160,1
384177,1
384180,1
384181,1
384182,1
384183,1
384184,1
384185,1
384186,1
384187,1
384188,1
384189,1
384190,1
384191,1
384192,1
384193,1
